object_id,class,split,object_path
1614,bed,train,ModelNet40\bed\train\56.off
1615,bed,train,ModelNet40\bed\train\57.off
1616,bed,train,ModelNet40\bed\train\58.off
1617,bed,train,ModelNet40\bed\train\59.off
1618,bed,train,ModelNet40\bed\train\6.off
1619,bed,train,ModelNet40\bed\train\60.off
1620,bed,train,ModelNet40\bed\train\61.off
1621,bed,train,ModelNet40\bed\train\62.off
1622,bed,train,ModelNet40\bed\train\63.off
1623,bed,train,ModelNet40\bed\train\64.off
1624,bed,train,ModelNet40\bed\train\65.off
1625,bed,train,ModelNet40\bed\train\66.off
1626,bed,train,ModelNet40\bed\train\67.off
1627,bed,train,ModelNet40\bed\train\68.off
1628,bed,train,ModelNet40\bed\train\69.off
1629,bed,train,ModelNet40\bed\train\7.off
1630,bed,train,ModelNet40\bed\train\70.off
1631,bed,train,ModelNet40\bed\train\71.off
1632,bed,train,ModelNet40\bed\train\72.off
1633,bed,train,ModelNet40\bed\train\73.off
1634,bed,train,ModelNet40\bed\train\74.off
1635,bed,train,ModelNet40\bed\train\75.off
1636,bed,train,ModelNet40\bed\train\76.off
1637,bed,train,ModelNet40\bed\train\77.off
1638,bed,train,ModelNet40\bed\train\78.off
1639,bed,train,ModelNet40\bed\train\79.off
1640,bed,train,ModelNet40\bed\train\80.off
1641,bed,train,ModelNet40\bed\train\81.off
1642,bed,train,ModelNet40\bed\train\82.off
1643,bed,train,ModelNet40\bed\train\83.off
1644,bed,train,ModelNet40\bed\train\84.off
1645,bed,train,ModelNet40\bed\train\85.off
1646,bed,train,ModelNet40\bed\train\86.off
1647,bed,train,ModelNet40\bed\train\87.off
1648,bed,train,ModelNet40\bed\train\88.off
1649,bed,train,ModelNet40\bed\train\89.off
1650,bed,train,ModelNet40\bed\train\90.off
1651,bed,train,ModelNet40\bed\train\91.off
1652,bed,train,ModelNet40\bed\train\92.off
1653,bed,train,ModelNet40\bed\train\93.off
1654,bed,train,ModelNet40\bed\train\94.off
1655,bed,train,ModelNet40\bed\train\95.off
1656,bed,train,ModelNet40\bed\train\96.off
1657,bed,train,ModelNet40\bed\train\97.off
1658,bed,train,ModelNet40\bed\train\98.off
1659,bed,train,ModelNet40\bed\train\99.off
1660,bed,train,ModelNet40\bed\train\bed_0001.off
1661,bed,train,ModelNet40\bed\train\bed_0002.off
1662,bed,train,ModelNet40\bed\train\bed_0003.off
1663,bed,train,ModelNet40\bed\train\bed_0004.off
1664,bed,train,ModelNet40\bed\train\bed_0005.off
1665,bed,train,ModelNet40\bed\train\bed_0006.off
1666,bed,train,ModelNet40\bed\train\bed_0007.off
1667,bed,train,ModelNet40\bed\train\bed_0008.off
1668,bed,train,ModelNet40\bed\train\bed_0009.off
1669,bed,train,ModelNet40\bed\train\bed_0010.off
1670,bed,train,ModelNet40\bed\train\bed_0011.off
1671,bed,train,ModelNet40\bed\train\bed_0012.off
1672,bed,train,ModelNet40\bed\train\bed_0013.off
1673,bed,train,ModelNet40\bed\train\bed_0014.off
1674,bed,train,ModelNet40\bed\train\bed_0015.off
1675,bed,train,ModelNet40\bed\train\bed_0016.off
1676,bed,train,ModelNet40\bed\train\bed_0017.off
1677,bed,train,ModelNet40\bed\train\bed_0018.off
1678,bed,train,ModelNet40\bed\train\bed_0019.off
1679,bed,train,ModelNet40\bed\train\bed_0020.off
1680,bed,train,ModelNet40\bed\train\bed_0021.off
1681,bed,train,ModelNet40\bed\train\bed_0022.off
1682,bed,train,ModelNet40\bed\train\bed_0023.off
1683,bed,train,ModelNet40\bed\train\bed_0024.off
1684,bed,train,ModelNet40\bed\train\bed_0025.off
1685,bed,train,ModelNet40\bed\train\bed_0026.off
1686,bed,train,ModelNet40\bed\train\bed_0027.off
1687,bed,train,ModelNet40\bed\train\bed_0028.off
1688,bed,train,ModelNet40\bed\train\bed_0029.off
1689,bed,train,ModelNet40\bed\train\bed_0030.off
1690,bed,train,ModelNet40\bed\train\bed_0031.off
1691,bed,train,ModelNet40\bed\train\bed_0032.off
1692,bed,train,ModelNet40\bed\train\bed_0033.off
1693,bed,train,ModelNet40\bed\train\bed_0034.off
1694,bed,train,ModelNet40\bed\train\bed_0035.off
1695,bed,train,ModelNet40\bed\train\bed_0036.off
1696,bed,train,ModelNet40\bed\train\bed_0037.off
1697,bed,train,ModelNet40\bed\train\bed_0038.off
1698,bed,train,ModelNet40\bed\train\bed_0039.off
1699,bed,train,ModelNet40\bed\train\bed_0040.off
1700,bed,train,ModelNet40\bed\train\bed_0041.off
1701,bed,train,ModelNet40\bed\train\bed_0042.off
1702,bed,train,ModelNet40\bed\train\bed_0043.off
1703,bed,train,ModelNet40\bed\train\bed_0044.off
1704,bed,train,ModelNet40\bed\train\bed_0045.off
1705,bed,train,ModelNet40\bed\train\bed_0046.off
1706,bed,train,ModelNet40\bed\train\bed_0047.off
1707,bed,train,ModelNet40\bed\train\bed_0048.off
1708,bed,train,ModelNet40\bed\train\bed_0049.off
1709,bed,train,ModelNet40\bed\train\bed_0050.off
1710,bed,train,ModelNet40\bed\train\bed_0051.off
1711,bed,train,ModelNet40\bed\train\bed_0052.off
1712,bed,train,ModelNet40\bed\train\bed_0053.off
1713,bed,train,ModelNet40\bed\train\bed_0054.off
1714,bed,train,ModelNet40\bed\train\bed_0055.off
1715,bed,train,ModelNet40\bed\train\bed_0056.off
1716,bed,train,ModelNet40\bed\train\bed_0057.off
1717,bed,train,ModelNet40\bed\train\bed_0058.off
1718,bed,train,ModelNet40\bed\train\bed_0059.off
1719,bed,train,ModelNet40\bed\train\bed_0060.off
1720,bed,train,ModelNet40\bed\train\bed_0061.off
1721,bed,train,ModelNet40\bed\train\bed_0062.off
1722,bed,train,ModelNet40\bed\train\bed_0063.off
1723,bed,train,ModelNet40\bed\train\bed_0064.off
1724,bed,train,ModelNet40\bed\train\bed_0065.off
1725,bed,train,ModelNet40\bed\train\bed_0066.off
1726,bed,train,ModelNet40\bed\train\bed_0067.off
1727,bed,train,ModelNet40\bed\train\bed_0068.off
1728,bed,train,ModelNet40\bed\train\bed_0069.off
1729,bed,train,ModelNet40\bed\train\bed_0070.off
1730,bed,train,ModelNet40\bed\train\bed_0071.off
1731,bed,train,ModelNet40\bed\train\bed_0072.off
1732,bed,train,ModelNet40\bed\train\bed_0073.off
1733,bed,train,ModelNet40\bed\train\bed_0074.off
1734,bed,train,ModelNet40\bed\train\bed_0075.off
1735,bed,train,ModelNet40\bed\train\bed_0076.off
1736,bed,train,ModelNet40\bed\train\bed_0077.off
1737,bed,train,ModelNet40\bed\train\bed_0078.off
1738,bed,train,ModelNet40\bed\train\bed_0079.off
1739,bed,train,ModelNet40\bed\train\bed_0080.off
1740,bed,train,ModelNet40\bed\train\bed_0081.off
1741,bed,train,ModelNet40\bed\train\bed_0082.off
1742,bed,train,ModelNet40\bed\train\bed_0083.off
1743,bed,train,ModelNet40\bed\train\bed_0084.off
1744,bed,train,ModelNet40\bed\train\bed_0085.off
1745,bed,train,ModelNet40\bed\train\bed_0086.off
1746,bed,train,ModelNet40\bed\train\bed_0087.off
1747,bed,train,ModelNet40\bed\train\bed_0088.off
1748,bed,train,ModelNet40\bed\train\bed_0089.off
1749,bed,train,ModelNet40\bed\train\bed_0090.off
1750,bed,train,ModelNet40\bed\train\bed_0091.off
1751,bed,train,ModelNet40\bed\train\bed_0092.off
1752,bed,train,ModelNet40\bed\train\bed_0093.off
1753,bed,train,ModelNet40\bed\train\bed_0094.off
1754,bed,train,ModelNet40\bed\train\bed_0095.off
1755,bed,train,ModelNet40\bed\train\bed_0096.off
1756,bed,train,ModelNet40\bed\train\bed_0097.off
1757,bed,train,ModelNet40\bed\train\bed_0098.off
1758,bed,train,ModelNet40\bed\train\bed_0099.off
1759,bed,train,ModelNet40\bed\train\bed_0100.off
1760,bed,train,ModelNet40\bed\train\bed_0101.off
1761,bed,train,ModelNet40\bed\train\bed_0102.off
1762,bed,train,ModelNet40\bed\train\bed_0103.off
1763,bed,train,ModelNet40\bed\train\bed_0104.off
1764,bed,train,ModelNet40\bed\train\bed_0105.off
1765,bed,train,ModelNet40\bed\train\bed_0106.off
1766,bed,train,ModelNet40\bed\train\bed_0107.off
1767,bed,train,ModelNet40\bed\train\bed_0108.off
1768,bed,train,ModelNet40\bed\train\bed_0109.off
1769,bed,train,ModelNet40\bed\train\bed_0110.off
1770,bed,train,ModelNet40\bed\train\bed_0111.off
1771,bed,train,ModelNet40\bed\train\bed_0112.off
1772,bed,train,ModelNet40\bed\train\bed_0113.off
1773,bed,train,ModelNet40\bed\train\bed_0114.off
1774,bed,train,ModelNet40\bed\train\bed_0115.off
1775,bed,train,ModelNet40\bed\train\bed_0116.off
1776,bed,train,ModelNet40\bed\train\bed_0117.off
1777,bed,train,ModelNet40\bed\train\bed_0118.off
1778,bed,train,ModelNet40\bed\train\bed_0119.off
1779,bed,train,ModelNet40\bed\train\bed_0120.off
1780,bed,train,ModelNet40\bed\train\bed_0121.off
1781,bed,train,ModelNet40\bed\train\bed_0122.off
1782,bed,train,ModelNet40\bed\train\bed_0123.off
1783,bed,train,ModelNet40\bed\train\bed_0124.off
1784,bed,train,ModelNet40\bed\train\bed_0125.off
1785,bed,train,ModelNet40\bed\train\bed_0126.off
1786,bed,train,ModelNet40\bed\train\bed_0127.off
1787,bed,train,ModelNet40\bed\train\bed_0128.off
1788,bed,train,ModelNet40\bed\train\bed_0129.off
1789,bed,train,ModelNet40\bed\train\bed_0130.off
1790,bed,train,ModelNet40\bed\train\bed_0131.off
1791,bed,train,ModelNet40\bed\train\bed_0132.off
1792,bed,train,ModelNet40\bed\train\bed_0133.off
1793,bed,train,ModelNet40\bed\train\bed_0134.off
1794,bed,train,ModelNet40\bed\train\bed_0135.off
1795,bed,train,ModelNet40\bed\train\bed_0136.off
1796,bed,train,ModelNet40\bed\train\bed_0137.off
1797,bed,train,ModelNet40\bed\train\bed_0138.off
1798,bed,train,ModelNet40\bed\train\bed_0139.off
1799,bed,train,ModelNet40\bed\train\bed_0140.off
1800,bed,train,ModelNet40\bed\train\bed_0141.off
1801,bed,train,ModelNet40\bed\train\bed_0142.off
1802,bed,train,ModelNet40\bed\train\bed_0143.off
1803,bed,train,ModelNet40\bed\train\bed_0144.off
1804,bed,train,ModelNet40\bed\train\bed_0145.off
1805,bed,train,ModelNet40\bed\train\bed_0146.off
1806,bed,train,ModelNet40\bed\train\bed_0147.off
1807,bed,train,ModelNet40\bed\train\bed_0148.off
1808,bed,train,ModelNet40\bed\train\bed_0149.off
1809,bed,train,ModelNet40\bed\train\bed_0150.off
1810,bed,train,ModelNet40\bed\train\bed_0151.off
1811,bed,train,ModelNet40\bed\train\bed_0152.off
1812,bed,train,ModelNet40\bed\train\bed_0153.off
1813,bed,train,ModelNet40\bed\train\bed_0154.off
1814,bed,train,ModelNet40\bed\train\bed_0155.off
1815,bed,train,ModelNet40\bed\train\bed_0156.off
1816,bed,train,ModelNet40\bed\train\bed_0157.off
1817,bed,train,ModelNet40\bed\train\bed_0158.off
1818,bed,train,ModelNet40\bed\train\bed_0159.off
1819,bed,train,ModelNet40\bed\train\bed_0160.off
1820,bed,train,ModelNet40\bed\train\bed_0161.off
1821,bed,train,ModelNet40\bed\train\bed_0162.off
1822,bed,train,ModelNet40\bed\train\bed_0163.off
1823,bed,train,ModelNet40\bed\train\bed_0164.off
1824,bed,train,ModelNet40\bed\train\bed_0165.off
1825,bed,train,ModelNet40\bed\train\bed_0166.off
1826,bed,train,ModelNet40\bed\train\bed_0167.off
1827,bed,train,ModelNet40\bed\train\bed_0168.off
1828,bed,train,ModelNet40\bed\train\bed_0169.off
1829,bed,train,ModelNet40\bed\train\bed_0170.off
1830,bed,train,ModelNet40\bed\train\bed_0171.off
1831,bed,train,ModelNet40\bed\train\bed_0172.off
1832,bed,train,ModelNet40\bed\train\bed_0173.off
1833,bed,train,ModelNet40\bed\train\bed_0174.off
1834,bed,train,ModelNet40\bed\train\bed_0175.off
1835,bed,train,ModelNet40\bed\train\bed_0176.off
1836,bed,train,ModelNet40\bed\train\bed_0177.off
1837,bed,train,ModelNet40\bed\train\bed_0178.off
1838,bed,train,ModelNet40\bed\train\bed_0179.off
1839,bed,train,ModelNet40\bed\train\bed_0180.off
1840,bed,train,ModelNet40\bed\train\bed_0181.off
1841,bed,train,ModelNet40\bed\train\bed_0182.off
1842,bed,train,ModelNet40\bed\train\bed_0183.off
1843,bed,train,ModelNet40\bed\train\bed_0184.off
1844,bed,train,ModelNet40\bed\train\bed_0185.off
1845,bed,train,ModelNet40\bed\train\bed_0186.off
1846,bed,train,ModelNet40\bed\train\bed_0187.off
1847,bed,train,ModelNet40\bed\train\bed_0188.off
1848,bed,train,ModelNet40\bed\train\bed_0189.off
1849,bed,train,ModelNet40\bed\train\bed_0190.off
1850,bed,train,ModelNet40\bed\train\bed_0191.off
1851,bed,train,ModelNet40\bed\train\bed_0192.off
1852,bed,train,ModelNet40\bed\train\bed_0193.off
1853,bed,train,ModelNet40\bed\train\bed_0194.off
1854,bed,train,ModelNet40\bed\train\bed_0195.off
1855,bed,train,ModelNet40\bed\train\bed_0196.off
1856,bed,train,ModelNet40\bed\train\bed_0197.off
1857,bed,train,ModelNet40\bed\train\bed_0198.off
1858,bed,train,ModelNet40\bed\train\bed_0199.off
1859,bed,train,ModelNet40\bed\train\bed_0200.off
1860,bed,train,ModelNet40\bed\train\bed_0201.off
1861,bed,train,ModelNet40\bed\train\bed_0202.off
1862,bed,train,ModelNet40\bed\train\bed_0203.off
1863,bed,train,ModelNet40\bed\train\bed_0204.off
1864,bed,train,ModelNet40\bed\train\bed_0205.off
1865,bed,train,ModelNet40\bed\train\bed_0206.off
1866,bed,train,ModelNet40\bed\train\bed_0207.off
1867,bed,train,ModelNet40\bed\train\bed_0208.off
1868,bed,train,ModelNet40\bed\train\bed_0209.off
1869,bed,train,ModelNet40\bed\train\bed_0210.off
1870,bed,train,ModelNet40\bed\train\bed_0211.off
1871,bed,train,ModelNet40\bed\train\bed_0212.off
1872,bed,train,ModelNet40\bed\train\bed_0213.off
1873,bed,train,ModelNet40\bed\train\bed_0214.off
1874,bed,train,ModelNet40\bed\train\bed_0215.off
1875,bed,train,ModelNet40\bed\train\bed_0216.off
1876,bed,train,ModelNet40\bed\train\bed_0217.off
1877,bed,train,ModelNet40\bed\train\bed_0218.off
1878,bed,train,ModelNet40\bed\train\bed_0219.off
1879,bed,train,ModelNet40\bed\train\bed_0220.off
1880,bed,train,ModelNet40\bed\train\bed_0221.off
1881,bed,train,ModelNet40\bed\train\bed_0222.off
1882,bed,train,ModelNet40\bed\train\bed_0223.off
1883,bed,train,ModelNet40\bed\train\bed_0224.off
1884,bed,train,ModelNet40\bed\train\bed_0225.off
1885,bed,train,ModelNet40\bed\train\bed_0226.off
1886,bed,train,ModelNet40\bed\train\bed_0227.off
1887,bed,train,ModelNet40\bed\train\bed_0228.off
1888,bed,train,ModelNet40\bed\train\bed_0229.off
1889,bed,train,ModelNet40\bed\train\bed_0230.off
1890,bed,train,ModelNet40\bed\train\bed_0231.off
1891,bed,train,ModelNet40\bed\train\bed_0232.off
1892,bed,train,ModelNet40\bed\train\bed_0233.off
1893,bed,train,ModelNet40\bed\train\bed_0234.off
1894,bed,train,ModelNet40\bed\train\bed_0235.off
1895,bed,train,ModelNet40\bed\train\bed_0236.off
1896,bed,train,ModelNet40\bed\train\bed_0237.off
1897,bed,train,ModelNet40\bed\train\bed_0238.off
1898,bed,train,ModelNet40\bed\train\bed_0239.off
1899,bed,train,ModelNet40\bed\train\bed_0240.off
1900,bed,train,ModelNet40\bed\train\bed_0241.off
1901,bed,train,ModelNet40\bed\train\bed_0242.off
1902,bed,train,ModelNet40\bed\train\bed_0243.off
1903,bed,train,ModelNet40\bed\train\bed_0244.off
1904,bed,train,ModelNet40\bed\train\bed_0245.off
1905,bed,train,ModelNet40\bed\train\bed_0246.off
1906,bed,train,ModelNet40\bed\train\bed_0247.off
1907,bed,train,ModelNet40\bed\train\bed_0248.off
1908,bed,train,ModelNet40\bed\train\bed_0249.off
1909,bed,train,ModelNet40\bed\train\bed_0250.off
1910,bed,train,ModelNet40\bed\train\bed_0251.off
1911,bed,train,ModelNet40\bed\train\bed_0252.off
1912,bed,train,ModelNet40\bed\train\bed_0253.off
1913,bed,train,ModelNet40\bed\train\bed_0254.off
1914,bed,train,ModelNet40\bed\train\bed_0255.off
1915,bed,train,ModelNet40\bed\train\bed_0256.off
1916,bed,train,ModelNet40\bed\train\bed_0257.off
1917,bed,train,ModelNet40\bed\train\bed_0258.off
1918,bed,train,ModelNet40\bed\train\bed_0259.off
1919,bed,train,ModelNet40\bed\train\bed_0260.off
1920,bed,train,ModelNet40\bed\train\bed_0261.off
1921,bed,train,ModelNet40\bed\train\bed_0262.off
1922,bed,train,ModelNet40\bed\train\bed_0263.off
1923,bed,train,ModelNet40\bed\train\bed_0264.off
1924,bed,train,ModelNet40\bed\train\bed_0265.off
1925,bed,train,ModelNet40\bed\train\bed_0266.off
1926,bed,train,ModelNet40\bed\train\bed_0267.off
1927,bed,train,ModelNet40\bed\train\bed_0268.off
1928,bed,train,ModelNet40\bed\train\bed_0269.off
1929,bed,train,ModelNet40\bed\train\bed_0270.off
1930,bed,train,ModelNet40\bed\train\bed_0271.off
1931,bed,train,ModelNet40\bed\train\bed_0272.off
1932,bed,train,ModelNet40\bed\train\bed_0273.off
1933,bed,train,ModelNet40\bed\train\bed_0274.off
1934,bed,train,ModelNet40\bed\train\bed_0275.off
1935,bed,train,ModelNet40\bed\train\bed_0276.off
1936,bed,train,ModelNet40\bed\train\bed_0277.off
1937,bed,train,ModelNet40\bed\train\bed_0278.off
1938,bed,train,ModelNet40\bed\train\bed_0279.off
1939,bed,train,ModelNet40\bed\train\bed_0280.off
1940,bed,train,ModelNet40\bed\train\bed_0281.off
1941,bed,train,ModelNet40\bed\train\bed_0282.off
1942,bed,train,ModelNet40\bed\train\bed_0283.off
1943,bed,train,ModelNet40\bed\train\bed_0284.off
1944,bed,train,ModelNet40\bed\train\bed_0285.off
1945,bed,train,ModelNet40\bed\train\bed_0286.off
1946,bed,train,ModelNet40\bed\train\bed_0287.off
1947,bed,train,ModelNet40\bed\train\bed_0288.off
1948,bed,train,ModelNet40\bed\train\bed_0289.off
1949,bed,train,ModelNet40\bed\train\bed_0290.off
1950,bed,train,ModelNet40\bed\train\bed_0291.off
1951,bed,train,ModelNet40\bed\train\bed_0292.off
1952,bed,train,ModelNet40\bed\train\bed_0293.off
1953,bed,train,ModelNet40\bed\train\bed_0294.off
1954,bed,train,ModelNet40\bed\train\bed_0295.off
1955,bed,train,ModelNet40\bed\train\bed_0296.off
1956,bed,train,ModelNet40\bed\train\bed_0297.off
1957,bed,train,ModelNet40\bed\train\bed_0298.off
1958,bed,train,ModelNet40\bed\train\bed_0299.off
1959,bed,train,ModelNet40\bed\train\bed_0300.off
1960,bed,train,ModelNet40\bed\train\bed_0301.off
1961,bed,train,ModelNet40\bed\train\bed_0302.off
1962,bed,train,ModelNet40\bed\train\bed_0303.off
1963,bed,train,ModelNet40\bed\train\bed_0304.off
1964,bed,train,ModelNet40\bed\train\bed_0305.off
1965,bed,train,ModelNet40\bed\train\bed_0306.off
1966,bed,train,ModelNet40\bed\train\bed_0307.off
1967,bed,train,ModelNet40\bed\train\bed_0308.off
1968,bed,train,ModelNet40\bed\train\bed_0309.off
1969,bed,train,ModelNet40\bed\train\bed_0310.off
1970,bed,train,ModelNet40\bed\train\bed_0311.off
1971,bed,train,ModelNet40\bed\train\bed_0312.off
1972,bed,train,ModelNet40\bed\train\bed_0313.off
1973,bed,train,ModelNet40\bed\train\bed_0314.off
1974,bed,train,ModelNet40\bed\train\bed_0315.off
1975,bed,train,ModelNet40\bed\train\bed_0316.off
1976,bed,train,ModelNet40\bed\train\bed_0317.off
1977,bed,train,ModelNet40\bed\train\bed_0318.off
1978,bed,train,ModelNet40\bed\train\bed_0319.off
1979,bed,train,ModelNet40\bed\train\bed_0320.off
1980,bed,train,ModelNet40\bed\train\bed_0321.off
1981,bed,train,ModelNet40\bed\train\bed_0322.off
1982,bed,train,ModelNet40\bed\train\bed_0323.off
1983,bed,train,ModelNet40\bed\train\bed_0324.off
1984,bed,train,ModelNet40\bed\train\bed_0325.off
1985,bed,train,ModelNet40\bed\train\bed_0326.off
1986,bed,train,ModelNet40\bed\train\bed_0327.off
1987,bed,train,ModelNet40\bed\train\bed_0328.off
1988,bed,train,ModelNet40\bed\train\bed_0329.off
1989,bed,train,ModelNet40\bed\train\bed_0330.off
1990,bed,train,ModelNet40\bed\train\bed_0331.off
1991,bed,train,ModelNet40\bed\train\bed_0332.off
1992,bed,train,ModelNet40\bed\train\bed_0333.off
1993,bed,train,ModelNet40\bed\train\bed_0334.off
1994,bed,train,ModelNet40\bed\train\bed_0335.off
1995,bed,train,ModelNet40\bed\train\bed_0336.off
1996,bed,train,ModelNet40\bed\train\bed_0337.off
1997,bed,train,ModelNet40\bed\train\bed_0338.off
1998,bed,train,ModelNet40\bed\train\bed_0339.off
1999,bed,train,ModelNet40\bed\train\bed_0340.off
2000,bed,train,ModelNet40\bed\train\bed_0341.off
2001,bed,train,ModelNet40\bed\train\bed_0342.off
2002,bed,train,ModelNet40\bed\train\bed_0343.off
2003,bed,train,ModelNet40\bed\train\bed_0344.off
2004,bed,train,ModelNet40\bed\train\bed_0345.off
2005,bed,train,ModelNet40\bed\train\bed_0346.off
2006,bed,train,ModelNet40\bed\train\bed_0347.off
2007,bed,train,ModelNet40\bed\train\bed_0348.off
2008,bed,train,ModelNet40\bed\train\bed_0349.off
2009,bed,train,ModelNet40\bed\train\bed_0350.off
2010,bed,train,ModelNet40\bed\train\bed_0351.off
2011,bed,train,ModelNet40\bed\train\bed_0352.off
2012,bed,train,ModelNet40\bed\train\bed_0353.off
2013,bed,train,ModelNet40\bed\train\bed_0354.off
2014,bed,train,ModelNet40\bed\train\bed_0355.off
2015,bed,train,ModelNet40\bed\train\bed_0356.off
2016,bed,train,ModelNet40\bed\train\bed_0357.off
2017,bed,train,ModelNet40\bed\train\bed_0358.off
2018,bed,train,ModelNet40\bed\train\bed_0359.off
2019,bed,train,ModelNet40\bed\train\bed_0360.off
2020,bed,train,ModelNet40\bed\train\bed_0361.off
2021,bed,train,ModelNet40\bed\train\bed_0362.off
2022,bed,train,ModelNet40\bed\train\bed_0363.off
2023,bed,train,ModelNet40\bed\train\bed_0364.off
2024,bed,train,ModelNet40\bed\train\bed_0365.off
2025,bed,train,ModelNet40\bed\train\bed_0366.off
2026,bed,train,ModelNet40\bed\train\bed_0367.off
2027,bed,train,ModelNet40\bed\train\bed_0368.off
2028,bed,train,ModelNet40\bed\train\bed_0369.off
2029,bed,train,ModelNet40\bed\train\bed_0370.off
2030,bed,train,ModelNet40\bed\train\bed_0371.off
2031,bed,train,ModelNet40\bed\train\bed_0372.off
2032,bed,train,ModelNet40\bed\train\bed_0373.off
2033,bed,train,ModelNet40\bed\train\bed_0374.off
2034,bed,train,ModelNet40\bed\train\bed_0375.off
2035,bed,train,ModelNet40\bed\train\bed_0376.off
2036,bed,train,ModelNet40\bed\train\bed_0377.off
2037,bed,train,ModelNet40\bed\train\bed_0378.off
2038,bed,train,ModelNet40\bed\train\bed_0379.off
2039,bed,train,ModelNet40\bed\train\bed_0380.off
2040,bed,train,ModelNet40\bed\train\bed_0381.off
2041,bed,train,ModelNet40\bed\train\bed_0382.off
2042,bed,train,ModelNet40\bed\train\bed_0383.off
2043,bed,train,ModelNet40\bed\train\bed_0384.off
2044,bed,train,ModelNet40\bed\train\bed_0385.off
2045,bed,train,ModelNet40\bed\train\bed_0386.off
2046,bed,train,ModelNet40\bed\train\bed_0387.off
2047,bed,train,ModelNet40\bed\train\bed_0388.off
2048,bed,train,ModelNet40\bed\train\bed_0389.off
2049,bed,train,ModelNet40\bed\train\bed_0390.off
2050,bed,train,ModelNet40\bed\train\bed_0391.off
2051,bed,train,ModelNet40\bed\train\bed_0392.off
2052,bed,train,ModelNet40\bed\train\bed_0393.off
2053,bed,train,ModelNet40\bed\train\bed_0394.off
2054,bed,train,ModelNet40\bed\train\bed_0395.off
2055,bed,train,ModelNet40\bed\train\bed_0396.off
2056,bed,train,ModelNet40\bed\train\bed_0397.off
2057,bed,train,ModelNet40\bed\train\bed_0398.off
2058,bed,train,ModelNet40\bed\train\bed_0399.off
2059,bed,train,ModelNet40\bed\train\bed_0400.off
2060,bed,train,ModelNet40\bed\train\bed_0401.off
2061,bed,train,ModelNet40\bed\train\bed_0402.off
2062,bed,train,ModelNet40\bed\train\bed_0403.off
2063,bed,train,ModelNet40\bed\train\bed_0404.off
2064,bed,train,ModelNet40\bed\train\bed_0405.off
2065,bed,train,ModelNet40\bed\train\bed_0406.off
2066,bed,train,ModelNet40\bed\train\bed_0407.off
2067,bed,train,ModelNet40\bed\train\bed_0408.off
2068,bed,train,ModelNet40\bed\train\bed_0409.off
2069,bed,train,ModelNet40\bed\train\bed_0410.off
2070,bed,train,ModelNet40\bed\train\bed_0411.off
2071,bed,train,ModelNet40\bed\train\bed_0412.off
2072,bed,train,ModelNet40\bed\train\bed_0413.off
2073,bed,train,ModelNet40\bed\train\bed_0414.off
2074,bed,train,ModelNet40\bed\train\bed_0415.off
2075,bed,train,ModelNet40\bed\train\bed_0416.off
2076,bed,train,ModelNet40\bed\train\bed_0417.off
2077,bed,train,ModelNet40\bed\train\bed_0418.off
2078,bed,train,ModelNet40\bed\train\bed_0419.off
2079,bed,train,ModelNet40\bed\train\bed_0420.off
2080,bed,train,ModelNet40\bed\train\bed_0421.off
2081,bed,train,ModelNet40\bed\train\bed_0422.off
2082,bed,train,ModelNet40\bed\train\bed_0423.off
2083,bed,train,ModelNet40\bed\train\bed_0424.off
2084,bed,train,ModelNet40\bed\train\bed_0425.off
2085,bed,train,ModelNet40\bed\train\bed_0426.off
2086,bed,train,ModelNet40\bed\train\bed_0427.off
2087,bed,train,ModelNet40\bed\train\bed_0428.off
2088,bed,train,ModelNet40\bed\train\bed_0429.off
2089,bed,train,ModelNet40\bed\train\bed_0430.off
2090,bed,train,ModelNet40\bed\train\bed_0431.off
2091,bed,train,ModelNet40\bed\train\bed_0432.off
2092,bed,train,ModelNet40\bed\train\bed_0433.off
2093,bed,train,ModelNet40\bed\train\bed_0434.off
2094,bed,train,ModelNet40\bed\train\bed_0435.off
2095,bed,train,ModelNet40\bed\train\bed_0436.off
2096,bed,train,ModelNet40\bed\train\bed_0437.off
2097,bed,train,ModelNet40\bed\train\bed_0438.off
2098,bed,train,ModelNet40\bed\train\bed_0439.off
2099,bed,train,ModelNet40\bed\train\bed_0440.off
2100,bed,train,ModelNet40\bed\train\bed_0441.off
2101,bed,train,ModelNet40\bed\train\bed_0442.off
2102,bed,train,ModelNet40\bed\train\bed_0443.off
2103,bed,train,ModelNet40\bed\train\bed_0444.off
2104,bed,train,ModelNet40\bed\train\bed_0445.off
2105,bed,train,ModelNet40\bed\train\bed_0446.off
2106,bed,train,ModelNet40\bed\train\bed_0447.off
2107,bed,train,ModelNet40\bed\train\bed_0448.off
2108,bed,train,ModelNet40\bed\train\bed_0449.off
2109,bed,train,ModelNet40\bed\train\bed_0450.off
2110,bed,train,ModelNet40\bed\train\bed_0451.off
2111,bed,train,ModelNet40\bed\train\bed_0452.off
2112,bed,train,ModelNet40\bed\train\bed_0453.off
2113,bed,train,ModelNet40\bed\train\bed_0454.off
2114,bed,train,ModelNet40\bed\train\bed_0455.off
2115,bed,train,ModelNet40\bed\train\bed_0456.off
2116,bed,train,ModelNet40\bed\train\bed_0457.off
2117,bed,train,ModelNet40\bed\train\bed_0458.off
2118,bed,train,ModelNet40\bed\train\bed_0459.off
2119,bed,train,ModelNet40\bed\train\bed_0460.off
